Date,Store_ID,Item_ID,Medicine_Name,Category,Base_Price,Promotion,Holiday,Units_Sold,Day_of_Week,Month,Is_Weekend
2025-12-26,Claire Drughouse,M108,Amoxicillin,Antibiotic,180,1,0,99,Friday,December,0
2025-03-01,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,0,0,96,Saturday,March,1
2025-02-25,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,0,0,90,Tuesday,February,0
2025-08-23,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,1,0,109,Saturday,August,1
2025-05-07,HealthMart,M116,Iron Tablet,Supplement,180,0,1,98,Wednesday,May,0
2025-09-12,Lakshya Medicals,M105,ORS,Hydration,25,1,0,91,Friday,September,0
2025-09-19,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,1,0,105,Friday,September,0
2025-09-08,Lakshya Medicals,M103,Dolo 650,Painkiller,30,0,0,77,Monday,September,0
2025-10-20,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,1,0,92,Monday,October,0
2025-08-22,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,86,Friday,August,0
2025-02-21,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,76,Friday,February,0
2025-11-06,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,70,Thursday,November,0
2025-09-07,Lakshya Medicals,M106,Insulin,Diabetes,550,1,0,79,Sunday,September,1
2025-11-24,Claire Drughouse,M105,ORS,Hydration,25,0,0,65,Monday,November,0
2025-05-08,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,1,0,107,Thursday,May,0
2025-03-20,BMS Pharmacy,M103,Dolo 650,Painkiller,30,0,0,69,Thursday,March,0
2025-11-06,City Medicals,M110,Cetirizine,Allergy,40,0,0,80,Thursday,November,0
2025-08-25,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,56,Monday,August,0
2025-02-21,HealthMart,M114,Pantoprazole,Antacid,110,0,0,80,Friday,February,0
2025-06-14,Sara Medicos,M119,Eye Drops,Eye Care,160,1,0,115,Saturday,June,1
2025-01-21,City Medicals,M107,Metformin,Diabetes,80,0,0,82,Tuesday,January,0
2025-11-02,BMS Pharmacy,M113,Digene,Antacid,60,0,0,73,Sunday,November,1
2025-04-14,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,59,Monday,April,0
2025-05-24,SmartMed Pharmacy,M105,ORS,Hydration,25,0,0,84,Saturday,May,1
2025-07-26,Sara Medicos,M117,BP Tablet,Cardiac,320,1,0,103,Saturday,July,1
2025-12-23,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,62,Tuesday,December,0
2025-02-17,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,1,124,Monday,February,0
2025-04-11,Chen Drugstore,M115,Calcium Tablet,Supplement,250,1,0,83,Friday,April,0
2025-09-03,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,64,Wednesday,September,0
2025-04-07,Claire Drughouse,M113,Digene,Antacid,60,0,0,71,Monday,April,0
2025-07-20,Lakshya Medicals,M101,Paracetamol,Painkiller,25,1,0,109,Sunday,July,1
2025-06-17,BMS Pharmacy,M117,BP Tablet,Cardiac,320,0,0,52,Tuesday,June,0
2025-08-23,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,0,99,Saturday,August,1
2025-06-25,Clarkson's Pharma,M111,Benadryl,Cough,90,1,0,106,Wednesday,June,0
2025-02-07,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,63,Friday,February,0
2025-05-20,Chen Drugstore,M111,Benadryl,Cough,90,0,0,65,Tuesday,May,0
2025-07-22,BMS Pharmacy,M104,Vitamin C,Vitamin,120,1,0,95,Tuesday,July,0
2025-07-24,HealthMart,M102,Crocin,Painkiller,35,0,0,65,Thursday,July,0
2025-11-09,HealthMart,M103,Dolo 650,Painkiller,30,0,0,73,Sunday,November,1
2025-11-05,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,74,Wednesday,November,0
2025-08-27,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,1,90,Wednesday,August,0
2025-08-05,HealthMart,M105,ORS,Hydration,25,0,0,64,Tuesday,August,0
2025-12-07,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,83,Sunday,December,1
2025-05-18,City Medicals,M116,Iron Tablet,Supplement,180,1,0,114,Sunday,May,1
2025-08-08,HealthMart,M101,Paracetamol,Painkiller,25,0,0,92,Friday,August,0
2025-04-15,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,68,Tuesday,April,0
2025-01-01,Chen Drugstore,M113,Digene,Antacid,60,0,0,83,Wednesday,January,0
2025-09-11,Sara Medicos,M108,Amoxicillin,Antibiotic,180,1,0,102,Thursday,September,0
2025-05-17,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,1,1,123,Saturday,May,1
2025-05-25,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,81,Sunday,May,1
2025-06-03,HealthMart,M101,Paracetamol,Painkiller,25,1,0,105,Tuesday,June,0
2025-07-20,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,1,0,105,Sunday,July,1
2025-06-04,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,0,0,77,Wednesday,June,0
2025-08-19,Lakshya Medicals,M117,BP Tablet,Cardiac,320,0,0,53,Tuesday,August,0
2025-12-20,Chen Drugstore,M113,Digene,Antacid,60,0,0,95,Saturday,December,1
2025-07-13,Apollo Pharmacy,M112,Cough Syrup,Cough,140,1,0,89,Sunday,July,1
2025-11-02,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,79,Sunday,November,1
2025-12-17,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,68,Wednesday,December,0
2025-01-05,Claire Drughouse,M104,Vitamin C,Vitamin,120,0,0,99,Sunday,January,1
2025-11-20,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,59,Thursday,November,0
2025-01-21,SmartMed Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,80,Tuesday,January,0
2025-10-04,City Medicals,M108,Amoxicillin,Antibiotic,180,1,0,97,Saturday,October,1
2025-09-22,HealthMart,M117,BP Tablet,Cardiac,320,0,0,49,Monday,September,0
2025-03-01,Claire Drughouse,M116,Iron Tablet,Supplement,180,1,0,111,Saturday,March,1
2025-03-20,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,70,Thursday,March,0
2025-02-22,City Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,96,Saturday,February,1
2025-11-28,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,82,Friday,November,0
2025-05-01,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,70,Thursday,May,0
2025-11-15,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,0,0,83,Saturday,November,1
2025-12-08,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,1,87,Monday,December,0
2025-04-15,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,74,Tuesday,April,0
2025-05-08,Sara Medicos,M110,Cetirizine,Allergy,40,0,0,90,Thursday,May,0
2025-01-31,Claire Drughouse,M107,Metformin,Diabetes,80,0,0,88,Friday,January,0
2025-07-26,HealthMart,M103,Dolo 650,Painkiller,30,0,0,93,Saturday,July,1
2025-02-23,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,77,Sunday,February,1
2025-01-08,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,69,Wednesday,January,0
2025-09-19,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,0,0,78,Friday,September,0
2025-10-22,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,63,Wednesday,October,0
2025-08-19,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,1,100,Tuesday,August,0
2025-03-18,Chen Drugstore,M105,ORS,Hydration,25,1,0,96,Tuesday,March,0
2025-06-24,Apollo Pharmacy,M106,Insulin,Diabetes,550,0,0,38,Tuesday,June,0
2025-06-22,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,1,0,107,Sunday,June,1
2025-01-13,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,54,Monday,January,0
2025-05-18,Clarkson's Pharma,M110,Cetirizine,Allergy,40,0,0,75,Sunday,May,1
2025-09-06,Sara Medicos,M117,BP Tablet,Cardiac,320,0,0,67,Saturday,September,1
2025-04-19,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,80,Saturday,April,1
2025-12-31,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,60,Wednesday,December,0
2025-11-29,BMS Pharmacy,M107,Metformin,Diabetes,80,0,1,87,Saturday,November,1
2025-04-23,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,63,Wednesday,April,0
2025-09-15,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,0,0,76,Monday,September,0
2025-05-11,Lakshya Medicals,M113,Digene,Antacid,60,0,0,102,Sunday,May,1
2025-05-04,Chen Drugstore,M105,ORS,Hydration,25,0,0,75,Sunday,May,1
2025-03-17,Chen Drugstore,M113,Digene,Antacid,60,1,0,103,Monday,March,0
2025-07-06,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,75,Sunday,July,1
2025-05-30,Lakshya Medicals,M113,Digene,Antacid,60,0,0,70,Friday,May,0
2025-05-19,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,80,Monday,May,0
2025-09-23,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,1,0,88,Tuesday,September,0
2025-09-23,Sara Medicos,M103,Dolo 650,Painkiller,30,0,0,77,Tuesday,September,0
2025-06-28,Apollo Pharmacy,M111,Benadryl,Cough,90,0,0,91,Saturday,June,1
2025-09-23,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,71,Tuesday,September,0
2025-09-23,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,0,87,Tuesday,September,0
2025-01-29,Lakshya Medicals,M112,Cough Syrup,Cough,140,0,0,64,Wednesday,January,0
2025-10-23,City Medicals,M106,Insulin,Diabetes,550,0,0,45,Thursday,October,0
2025-07-18,BMS Pharmacy,M103,Dolo 650,Painkiller,30,0,0,65,Friday,July,0
2025-01-19,Claire Drughouse,M106,Insulin,Diabetes,550,1,0,71,Sunday,January,1
2025-08-30,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,95,Saturday,August,1
2025-02-07,Chen Drugstore,M106,Insulin,Diabetes,550,0,0,53,Friday,February,0
2025-01-17,Apollo Pharmacy,M111,Benadryl,Cough,90,1,0,109,Friday,January,0
2025-02-10,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,99,Monday,February,0
2025-12-03,Chen Drugstore,M119,Eye Drops,Eye Care,160,1,0,93,Wednesday,December,0
2025-06-11,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,77,Wednesday,June,0
2025-05-17,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,0,95,Saturday,May,1
2025-08-15,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,0,84,Friday,August,0
2025-01-07,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,53,Tuesday,January,0
2025-06-16,Lakshya Medicals,M105,ORS,Hydration,25,0,0,91,Monday,June,0
2025-02-13,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,1,72,Thursday,February,0
2025-10-03,HealthMart,M111,Benadryl,Cough,90,0,0,76,Friday,October,0
2025-04-29,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,74,Tuesday,April,0
2025-09-08,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,81,Monday,September,0
2025-02-22,City Medicals,M120,Hand Sanitizer,Hygiene,90,1,0,96,Saturday,February,1
2025-10-06,City Medicals,M106,Insulin,Diabetes,550,0,0,48,Monday,October,0
2025-10-26,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,98,Sunday,October,1
2025-06-19,HealthMart,M115,Calcium Tablet,Supplement,250,0,0,60,Thursday,June,0
2025-07-03,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,86,Thursday,July,0
2025-01-02,Claire Drughouse,M102,Crocin,Painkiller,35,1,0,99,Thursday,January,0
2025-01-01,Chen Drugstore,M106,Insulin,Diabetes,550,1,0,61,Wednesday,January,0
2025-03-04,City Medicals,M105,ORS,Hydration,25,0,1,98,Tuesday,March,0
2025-08-30,City Medicals,M116,Iron Tablet,Supplement,180,1,0,111,Saturday,August,1
2025-01-21,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,1,102,Tuesday,January,0
2025-12-28,Claire Drughouse,M102,Crocin,Painkiller,35,0,0,91,Sunday,December,1
2025-04-01,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,0,1,79,Tuesday,April,0
2025-06-15,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,63,Sunday,June,1
2025-07-03,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,70,Thursday,July,0
2025-09-27,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,73,Saturday,September,1
2025-06-25,BMS Pharmacy,M102,Crocin,Painkiller,35,0,0,75,Wednesday,June,0
2025-03-12,BMS Pharmacy,M104,Vitamin C,Vitamin,120,0,0,60,Wednesday,March,0
2025-03-27,Clarkson's Pharma,M102,Crocin,Painkiller,35,0,0,68,Thursday,March,0
2025-04-30,Apollo Pharmacy,M111,Benadryl,Cough,90,0,0,65,Wednesday,April,0
2025-11-01,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,79,Saturday,November,1
2025-01-29,HealthMart,M113,Digene,Antacid,60,0,0,70,Wednesday,January,0
2025-05-09,City Medicals,M114,Pantoprazole,Antacid,110,0,0,63,Friday,May,0
2025-03-05,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,64,Wednesday,March,0
2025-04-26,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,0,0,67,Saturday,April,1
2025-10-03,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,1,0,94,Friday,October,0
2025-06-09,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,0,0,51,Monday,June,0
2025-04-23,City Medicals,M114,Pantoprazole,Antacid,110,0,0,76,Wednesday,April,0
2025-11-07,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,73,Friday,November,0
2025-12-05,City Medicals,M106,Insulin,Diabetes,550,0,0,66,Friday,December,0
2025-12-03,Clarkson's Pharma,M105,ORS,Hydration,25,1,0,111,Wednesday,December,0
2025-07-31,HealthMart,M120,Hand Sanitizer,Hygiene,90,1,1,95,Thursday,July,0
2025-09-13,Sara Medicos,M101,Paracetamol,Painkiller,25,1,0,107,Saturday,September,1
2025-05-09,Lakshya Medicals,M107,Metformin,Diabetes,80,1,0,84,Friday,May,0
2025-10-11,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,96,Saturday,October,1
2025-06-01,HealthMart,M112,Cough Syrup,Cough,140,0,0,82,Sunday,June,1
2025-02-26,SmartMed Pharmacy,M111,Benadryl,Cough,90,1,0,88,Wednesday,February,0
2025-01-03,City Medicals,M105,ORS,Hydration,25,0,0,87,Friday,January,0
2025-09-06,BMS Pharmacy,M107,Metformin,Diabetes,80,0,0,88,Saturday,September,1
2025-08-11,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,1,0,108,Monday,August,0
2025-07-24,Apollo Pharmacy,M107,Metformin,Diabetes,80,0,0,75,Thursday,July,0
2025-05-27,City Medicals,M102,Crocin,Painkiller,35,1,0,108,Tuesday,May,0
2025-07-27,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,1,0,81,Sunday,July,1
2025-11-02,City Medicals,M113,Digene,Antacid,60,0,1,117,Sunday,November,1
2025-02-27,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,59,Thursday,February,0
2025-03-20,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,76,Thursday,March,0
2025-02-21,Chen Drugstore,M104,Vitamin C,Vitamin,120,0,0,74,Friday,February,0
2025-12-14,Sara Medicos,M106,Insulin,Diabetes,550,1,0,76,Sunday,December,1
2025-08-18,SmartMed Pharmacy,M102,Crocin,Painkiller,35,0,0,81,Monday,August,0
2025-11-26,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,57,Wednesday,November,0
2025-12-14,City Medicals,M103,Dolo 650,Painkiller,30,0,0,96,Sunday,December,1
2025-10-25,Lakshya Medicals,M102,Crocin,Painkiller,35,1,0,100,Saturday,October,1
2025-03-04,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,61,Tuesday,March,0
2025-02-28,Clarkson's Pharma,M113,Digene,Antacid,60,0,0,68,Friday,February,0
2025-02-24,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,60,Monday,February,0
2025-02-25,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,56,Tuesday,February,0
2025-05-19,Lakshya Medicals,M107,Metformin,Diabetes,80,0,0,79,Monday,May,0
2025-07-20,Claire Drughouse,M114,Pantoprazole,Antacid,110,0,0,88,Sunday,July,1
2025-09-26,Clarkson's Pharma,M110,Cetirizine,Allergy,40,0,0,69,Friday,September,0
2025-08-11,Claire Drughouse,M102,Crocin,Painkiller,35,0,0,88,Monday,August,0
2025-06-03,Claire Drughouse,M115,Calcium Tablet,Supplement,250,0,0,59,Tuesday,June,0
2025-02-07,City Medicals,M108,Amoxicillin,Antibiotic,180,0,0,63,Friday,February,0
2025-08-25,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,82,Monday,August,0
2025-03-13,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,0,0,85,Thursday,March,0
2025-12-08,BMS Pharmacy,M117,BP Tablet,Cardiac,320,1,0,87,Monday,December,0
2025-07-20,Chen Drugstore,M115,Calcium Tablet,Supplement,250,1,0,105,Sunday,July,1
2025-12-01,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,1,0,111,Monday,December,0
2025-03-04,Claire Drughouse,M114,Pantoprazole,Antacid,110,0,0,87,Tuesday,March,0
2025-03-01,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,1,89,Saturday,March,1
2025-09-25,City Medicals,M107,Metformin,Diabetes,80,0,0,62,Thursday,September,0
2025-12-26,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,79,Friday,December,0
2025-11-16,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,1,0,100,Sunday,November,1
2025-01-13,Chen Drugstore,M102,Crocin,Painkiller,35,0,0,69,Monday,January,0
2025-09-04,HealthMart,M101,Paracetamol,Painkiller,25,0,0,75,Thursday,September,0
2025-05-10,SmartMed Pharmacy,M101,Paracetamol,Painkiller,25,0,0,94,Saturday,May,1
2025-10-09,BMS Pharmacy,M117,BP Tablet,Cardiac,320,0,0,65,Thursday,October,0
2025-04-07,Chen Drugstore,M113,Digene,Antacid,60,0,0,72,Monday,April,0
2025-07-03,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,1,0,103,Thursday,July,0
2025-03-23,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,77,Sunday,March,1
2025-06-29,BMS Pharmacy,M106,Insulin,Diabetes,550,0,0,68,Sunday,June,1
2025-10-21,Clarkson's Pharma,M120,Hand Sanitizer,Hygiene,90,0,0,75,Tuesday,October,0
2025-12-28,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,77,Sunday,December,1
2025-05-07,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,88,Wednesday,May,0
2025-01-09,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,65,Thursday,January,0
2025-12-29,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,74,Monday,December,0
2025-01-15,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,0,0,93,Wednesday,January,0
2025-10-19,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,80,Sunday,October,1
2025-11-17,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,71,Monday,November,0
2025-07-06,Claire Drughouse,M107,Metformin,Diabetes,80,1,0,107,Sunday,July,1
2025-01-25,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,115,Saturday,January,1
2025-10-23,Sara Medicos,M104,Vitamin C,Vitamin,120,1,0,102,Thursday,October,0
2025-04-19,SmartMed Pharmacy,M102,Crocin,Painkiller,35,0,0,93,Saturday,April,1
2025-03-18,Lakshya Medicals,M116,Iron Tablet,Supplement,180,0,0,65,Tuesday,March,0
2025-11-28,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,0,0,63,Friday,November,0
2025-07-26,BMS Pharmacy,M105,ORS,Hydration,25,0,0,94,Saturday,July,1
2025-07-12,City Medicals,M102,Crocin,Painkiller,35,1,0,105,Saturday,July,1
2025-11-29,Clarkson's Pharma,M120,Hand Sanitizer,Hygiene,90,0,0,70,Saturday,November,1
2025-08-16,Claire Drughouse,M106,Insulin,Diabetes,550,0,0,74,Saturday,August,1
2025-04-12,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,101,Saturday,April,1
2025-10-09,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,0,0,82,Thursday,October,0
2025-05-01,City Medicals,M113,Digene,Antacid,60,0,0,90,Thursday,May,0
2025-07-11,HealthMart,M110,Cetirizine,Allergy,40,1,0,108,Friday,July,0
2025-05-08,Apollo Pharmacy,M116,Iron Tablet,Supplement,180,0,0,81,Thursday,May,0
2025-07-22,City Medicals,M111,Benadryl,Cough,90,0,0,63,Tuesday,July,0
2025-06-05,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,63,Thursday,June,0
2025-02-12,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,76,Wednesday,February,0
2025-10-23,Sara Medicos,M116,Iron Tablet,Supplement,180,1,0,80,Thursday,October,0
2025-11-01,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,1,0,88,Saturday,November,1
2025-02-28,Lakshya Medicals,M107,Metformin,Diabetes,80,1,0,105,Friday,February,0
2025-04-09,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,91,Wednesday,April,0
2025-10-29,HealthMart,M103,Dolo 650,Painkiller,30,0,0,86,Wednesday,October,0
2025-08-20,City Medicals,M103,Dolo 650,Painkiller,30,0,0,65,Wednesday,August,0
2025-11-13,Claire Drughouse,M106,Insulin,Diabetes,550,0,0,66,Thursday,November,0
2025-02-23,Lakshya Medicals,M117,BP Tablet,Cardiac,320,1,0,89,Sunday,February,1
2025-12-02,SmartMed Pharmacy,M101,Paracetamol,Painkiller,25,0,0,83,Tuesday,December,0
2025-06-29,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,1,0,103,Sunday,June,1
2025-12-15,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,96,Monday,December,0
2025-07-31,Apollo Pharmacy,M110,Cetirizine,Allergy,40,0,0,68,Thursday,July,0
2025-06-23,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,55,Monday,June,0
2025-08-11,BMS Pharmacy,M106,Insulin,Diabetes,550,1,0,62,Monday,August,0
2025-04-20,City Medicals,M114,Pantoprazole,Antacid,110,0,0,82,Sunday,April,1
2025-09-22,SmartMed Pharmacy,M105,ORS,Hydration,25,1,0,86,Monday,September,0
2025-08-06,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,87,Wednesday,August,0
2025-12-22,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,70,Monday,December,0
2025-01-31,City Medicals,M102,Crocin,Painkiller,35,0,0,89,Friday,January,0
2025-07-22,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,85,Tuesday,July,0
2025-01-25,BMS Pharmacy,M113,Digene,Antacid,60,0,0,101,Saturday,January,1
2025-07-16,Clarkson's Pharma,M120,Hand Sanitizer,Hygiene,90,1,0,92,Wednesday,July,0
2025-06-12,Sara Medicos,M111,Benadryl,Cough,90,0,0,77,Thursday,June,0
2025-03-14,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,0,1,80,Friday,March,0
2025-01-05,Lakshya Medicals,M117,BP Tablet,Cardiac,320,0,0,70,Sunday,January,1
2025-08-01,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,53,Friday,August,0
2025-05-27,City Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,86,Tuesday,May,0
2025-05-08,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,72,Thursday,May,0
2025-03-02,Chen Drugstore,M117,BP Tablet,Cardiac,320,0,0,70,Sunday,March,1
2025-05-26,Chen Drugstore,M113,Digene,Antacid,60,0,0,91,Monday,May,0
2025-11-22,BMS Pharmacy,M119,Eye Drops,Eye Care,160,1,0,106,Saturday,November,1
2025-07-01,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,96,Tuesday,July,0
2025-06-01,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,88,Sunday,June,1
2025-10-30,Clarkson's Pharma,M115,Calcium Tablet,Supplement,250,0,0,60,Thursday,October,0
2025-01-06,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,58,Monday,January,0
2025-10-25,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,84,Saturday,October,1
2025-08-23,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,110,Saturday,August,1
2025-01-08,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,49,Wednesday,January,0
2025-05-05,Chen Drugstore,M105,ORS,Hydration,25,0,0,78,Monday,May,0
2025-11-23,Apollo Pharmacy,M111,Benadryl,Cough,90,0,1,91,Sunday,November,1
2025-08-31,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,0,0,84,Sunday,August,1
2025-11-26,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,83,Wednesday,November,0
2025-01-16,Sara Medicos,M110,Cetirizine,Allergy,40,0,0,85,Thursday,January,0
2025-02-04,SmartMed Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,70,Tuesday,February,0
2025-05-21,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,1,70,Wednesday,May,0
2025-03-14,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,0,0,74,Friday,March,0
2025-11-26,Sara Medicos,M115,Calcium Tablet,Supplement,250,1,0,100,Wednesday,November,0
2025-09-01,City Medicals,M104,Vitamin C,Vitamin,120,1,0,100,Monday,September,0
2025-12-17,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,44,Wednesday,December,0
2025-09-10,BMS Pharmacy,M112,Cough Syrup,Cough,140,1,0,95,Wednesday,September,0
2025-03-24,City Medicals,M116,Iron Tablet,Supplement,180,1,0,93,Monday,March,0
2025-04-16,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,91,Wednesday,April,0
2025-04-06,SmartMed Pharmacy,M102,Crocin,Painkiller,35,1,0,99,Sunday,April,1
2025-02-16,Apollo Pharmacy,M112,Cough Syrup,Cough,140,1,0,116,Sunday,February,1
2025-12-22,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,0,0,86,Monday,December,0
2025-07-05,Lakshya Medicals,M104,Vitamin C,Vitamin,120,1,0,89,Saturday,July,1
2025-08-17,HealthMart,M119,Eye Drops,Eye Care,160,0,0,90,Sunday,August,1
2025-09-30,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,77,Tuesday,September,0
2025-11-22,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,77,Saturday,November,1
2025-07-12,Claire Drughouse,M110,Cetirizine,Allergy,40,0,0,101,Saturday,July,1
